Occ_ID,IT_Occupation,Core Skills,,
IT.11.SD.00,Development Engineer,css3,,
IT.11.SD.00,Development Engineer,retest,,
IT.11.SD.00,Development Engineer,sgx,,
IT.11.SD.00,Development Engineer,aws cloud,,
IT.11.SD.00,Development Engineer,circuit,,
IT.11.SD.00,Development Engineer,sql shell scripting,,
IT.11.SD.00,Development Engineer,system integration,,
IT.11.SD.00,Development Engineer,system administration,,
IT.11.SD.00,Development Engineer,javascript,,
IT.11.SD.00,Development Engineer,html asp,,
IT.11.SD.00,Development Engineer,gradle,,
IT.11.SD.00,Development Engineer,google service,,
IT.11.SD.00,Development Engineer,spring boot,,
IT.11.SD.00,Development Engineer,visual studio development,,
IT.11.SD.00,Development Engineer,pattern sql server,,
IT.11.SD.00,Development Engineer,strategic thinking,,
IT.11.SD.00,Development Engineer,deep capability,,
IT.11.SD.00,Development Engineer,service locator,,
IT.11.SD.00,Development Engineer,sketch,,
IT.11.SD.00,Development Engineer,performance reporting,,
IT.11.SD.00,Development Engineer,machine learning,,
IT.11.SD.00,Development Engineer,load testing,,
IT.11.SD.00,Development Engineer,putty,,
IT.11.SD.00,Development Engineer,excel,,
IT.11.SD.00,Development Engineer,zephyr,,
IT.11.SD.00,Development Engineer,xpress,,
IT.11.SD.00,Development Engineer,teradata,,
IT.11.SD.00,Development Engineer,soa,,
IT.11.SD.00,Development Engineer,hub,,
IT.11.SD.00,Development Engineer,alley,,
IT.11.SD.00,Development Engineer,testing process,,
IT.11.SD.00,Development Engineer,gcc,,
IT.11.SD.00,Development Engineer,market research,,
IT.11.SD.00,Development Engineer,matplotlib,,
IT.11.SD.00,Development Engineer,spring,,
IT.11.SD.00,Development Engineer,visualise,,
IT.11.SD.00,Development Engineer,mariadb,,
IT.11.SD.00,Development Engineer,asn,,
IT.11.SD.00,Development Engineer,adobe illustrator,,
IT.11.SD.00,Development Engineer,cockroachdb,,
IT.11.SD.00,Development Engineer,visual studio sql server,,
IT.11.SD.00,Development Engineer,cra,,
IT.11.SD.00,Development Engineer,mode,,
IT.11.SD.00,Development Engineer,mapper,,
IT.11.SD.00,Development Engineer,uni,,
IT.11.SD.00,Development Engineer,k8s,,
IT.11.SD.00,Development Engineer,gcp docker,,
IT.11.SD.00,Development Engineer,postman,,
IT.11.SD.00,Development Engineer,uin,,
IT.11.SD.00,Development Engineer,vtex,,
IT.11.SD.00,Development Engineer,lift,,
IT.11.SD.00,Development Engineer,enterprise architecture,,
IT.11.SD.00,Development Engineer,clearcase,,
IT.11.SD.00,Development Engineer,cem,,
IT.11.SD.00,Development Engineer,lean,,
IT.11.SD.00,Development Engineer,html,,
IT.11.SD.00,Development Engineer,fin,,
IT.11.SD.00,Development Engineer,vuejs,,
IT.11.SD.00,Development Engineer,couchbase,,
IT.11.SD.00,Development Engineer,theano,,
IT.11.SD.00,Development Engineer,cmake,,
IT.11.SD.00,Development Engineer,spark streaming,,
IT.11.SD.00,Development Engineer,maven,,
IT.11.SD.00,Development Engineer,change management,,
IT.11.SD.00,Development Engineer,perl,,
IT.11.SD.00,Development Engineer,vulnerability management,,
IT.11.SD.00,Development Engineer,tfs,,
IT.11.SD.00,Development Engineer,buffer,,
IT.11.SD.00,Development Engineer,bukalapak,,
IT.11.SD.00,Development Engineer,azure cloud,,
IT.11.SD.00,Development Engineer,odoo,,
IT.11.SD.00,Development Engineer,kinesis,,
IT.11.SD.00,Development Engineer,load balancer,,
IT.11.SD.00,Development Engineer,vue,,
IT.11.SD.00,Development Engineer,linkerd,,
IT.11.SD.00,Development Engineer,ssh,,
IT.11.SD.00,Development Engineer,c core,,
IT.11.SD.00,Development Engineer,data dictionary,,
IT.11.SD.00,Development Engineer,mobile architecture,,
IT.11.SD.00,Development Engineer,rose,,
IT.11.SD.00,Development Engineer,lens,,
IT.11.SD.00,Development Engineer,idl,,
IT.11.SD.00,Development Engineer,performance management,,
IT.11.SD.00,Development Engineer,casual,,
IT.11.SD.00,Development Engineer,advance planning,,
IT.11.SD.00,Development Engineer,unix,,
IT.11.SD.00,Development Engineer,notepad++,,
IT.11.SD.00,Development Engineer,amazon aws,,
IT.11.SD.00,Development Engineer,machine management,,
IT.11.SD.00,Development Engineer,governance and compliance,,
IT.11.SD.00,Development Engineer,flex,,
IT.11.SD.00,Development Engineer,tasking,,
IT.11.SD.00,Development Engineer,servicenow,,
IT.11.SD.00,Development Engineer,hibernate,,
IT.11.SD.00,Development Engineer,computer workstation,,
IT.11.SD.00,Development Engineer,streamsets,,
IT.11.SD.00,Development Engineer,ksh,,
IT.11.SD.00,Development Engineer,adobe target,,
IT.11.SD.00,Development Engineer,c+,,
IT.11.SD.00,Development Engineer,brochure,,
IT.11.SD.00,Development Engineer,deploy,,
IT.11.SD.00,Development Engineer,fbd,,
IT.11.SD.00,Development Engineer,fluid,,
IT.11.SD.00,Development Engineer,critique,,
IT.11.SD.00,Development Engineer,java servlets,,
IT.11.SD.00,Development Engineer,troubleshooting,,
IT.11.SD.00,Development Engineer,prove,,
IT.11.SD.00,Development Engineer,application security,,
IT.11.SD.00,Development Engineer,soapui,,
IT.11.SD.00,Development Engineer,natural language programming,,
IT.11.SD.00,Development Engineer,subversion,,
IT.11.SD.00,Development Engineer,hive,,
IT.11.SD.00,Development Engineer,wireshark,,
IT.11.SD.00,Development Engineer,video service,,
IT.11.SD.00,Development Engineer,risk detection,,
IT.11.SD.00,Development Engineer,emv,,
IT.11.SD.00,Development Engineer,azure docker,,
IT.11.SD.00,Development Engineer,remedy,,
IT.11.SD.00,Development Engineer,restful api,,
IT.11.SD.00,Development Engineer,software clearly,,
IT.11.SD.00,Development Engineer,product research,,
IT.11.SD.00,Development Engineer,trac,,
IT.11.SD.00,Development Engineer,intellij,,
IT.11.SD.00,Development Engineer,cuda,,
IT.11.SD.00,Development Engineer,typescript,,
IT.11.SD.00,Development Engineer,capybara,,
IT.11.SD.00,Development Engineer,buttery,,
IT.11.SD.00,Development Engineer,cucumber,,
IT.11.SD.00,Development Engineer,aws computing,,
IT.11.SD.00,Development Engineer,alert,,
IT.11.SD.00,Development Engineer,computing,,
IT.11.SD.00,Development Engineer,mcu,,
IT.11.SD.00,Development Engineer,pop,,
IT.11.SD.00,Development Engineer,helpdesk,,
IT.11.SD.00,Development Engineer,jenkins,,
IT.11.SD.00,Development Engineer,workbook,,
IT.11.SD.00,Development Engineer,ehcache,,
IT.11.SD.00,Development Engineer,polymer,,
IT.11.SD.00,Development Engineer,gherkin,,
IT.11.SD.00,Development Engineer,sps,,
IT.11.SD.00,Development Engineer,ch,,
IT.11.SD.00,Development Engineer,data sql server,,
IT.11.SD.00,Development Engineer,microsoft google,,
IT.11.SD.00,Development Engineer,computer control,,
IT.11.SD.00,Development Engineer,six sigma,,
IT.11.SD.00,Development Engineer,spike,,
IT.11.SD.00,Development Engineer,firebase cloud,,
IT.11.SD.00,Development Engineer,project management,,
IT.11.SD.00,Development Engineer,aws s3,,
IT.11.SD.00,Development Engineer,compute engine,,
IT.11.SD.00,Development Engineer,white paper,,
IT.11.SD.00,Development Engineer,mobile development,,
IT.11.SD.00,Development Engineer,salesforce marketing cloud,,
IT.11.SD.00,Development Engineer,elixir,,
IT.11.SD.00,Development Engineer,datadog,,
IT.11.SD.00,Development Engineer,tie,,
IT.11.SD.00,Development Engineer,software learn,,
IT.11.SD.00,Development Engineer,grafana,,
IT.11.SD.00,Development Engineer,people architect,,
IT.11.SD.00,Development Engineer,intrusion detection,,
IT.11.SD.00,Development Engineer,groovy,,
IT.11.SD.00,Development Engineer,databricks,,
IT.11.SD.00,Development Engineer,system validation,,
IT.11.SD.00,Development Engineer,selenium,,
IT.11.SD.00,Development Engineer,javascript shell scripting,,
IT.11.SD.00,Development Engineer,avro,,
IT.11.SD.00,Development Engineer,ldap,,
IT.11.SD.00,Development Engineer,swift,,
IT.11.SD.00,Development Engineer,case preparation,,
IT.11.SD.00,Development Engineer,sed,,
IT.11.SD.00,Development Engineer,rest swagger,,
IT.11.SD.00,Development Engineer,smp,,
IT.11.SD.00,Development Engineer,gimp,,
IT.11.SD.00,Development Engineer,sas,,
IT.11.SD.00,Development Engineer,java software development,,
IT.11.SD.00,Development Engineer,phpunit,,
IT.11.SD.00,Development Engineer,virtualization,,
IT.11.SD.00,Development Engineer,wire,,
IT.11.SD.00,Development Engineer,pyramid,,
IT.11.SD.00,Development Engineer,system client,,
IT.11.SD.00,Development Engineer,machine learning code,,
IT.11.SD.00,Development Engineer,predictive analytics,,
IT.11.SD.00,Development Engineer,gcp azure,,
IT.11.SD.00,Development Engineer,computer vision,,
IT.11.SD.00,Development Engineer,bnr,,
IT.11.SD.00,Development Engineer,cei,,
IT.11.SD.00,Development Engineer,java 7,,
IT.11.SD.00,Development Engineer,pytorch,,
IT.11.SD.00,Development Engineer,network security,,
IT.11.SD.00,Development Engineer,nltk,,
IT.11.SD.00,Development Engineer,docker swarm,,
IT.11.SD.00,Development Engineer,flutter,,
IT.11.SD.00,Development Engineer,java script,,
IT.11.SD.00,Development Engineer,performance security,,
IT.11.SD.00,Development Engineer,parasoft,,
IT.11.SD.00,Development Engineer,gcp tool suite,,
IT.11.SD.00,Development Engineer,python shell scripting,,
IT.11.SD.00,Development Engineer,sharepoint,,
IT.11.SD.00,Development Engineer,cbi,,
IT.11.SD.00,Development Engineer,process workflow,,
IT.11.SD.00,Development Engineer,forpushingmobile,,
IT.11.SD.00,Development Engineer,system monitoring,,
IT.11.SD.00,Development Engineer,strategy planning,,
IT.11.SD.00,Development Engineer,outreach,,
IT.11.SD.00,Development Engineer,adobe photoshop,,
IT.11.SD.00,Development Engineer,stl,,
IT.11.SD.00,Development Engineer,vagrant,,
IT.11.SD.00,Development Engineer,drupal,,
IT.11.SD.00,Development Engineer,specflow,,
IT.11.SD.00,Development Engineer,c++ core,,
IT.11.SD.00,Development Engineer,hmi,,
IT.11.SD.00,Development Engineer,gts,,
IT.11.SD.00,Development Engineer,icon,,
IT.11.SD.00,Development Engineer,google cloud platform,,
IT.11.SD.00,Development Engineer,scikit learn,,
IT.11.SD.00,Development Engineer,shortcut,,
IT.11.SD.00,Development Engineer,foremost,,
IT.11.SD.00,Development Engineer,abd,,
IT.11.SD.00,Development Engineer,sap,,
IT.11.SD.00,Development Engineer,fortran,,
IT.11.SD.00,Development Engineer,designer,,
IT.11.SD.00,Development Engineer,salt,,
IT.11.SD.00,Development Engineer,problem management,,
IT.11.SD.00,Development Engineer,c2e,,
IT.11.SD.00,Development Engineer,zendesk,,
IT.11.SD.00,Development Engineer,sol,,
IT.11.SD.00,Development Engineer,gcp,,
IT.11.SD.00,Development Engineer,c,,
IT.11.SD.00,Development Engineer,data governance,,
IT.11.SD.00,Development Engineer,blockchain,,
IT.11.SD.00,Development Engineer,pda,,
IT.11.SD.00,Development Engineer,aws,,
IT.11.SD.00,Development Engineer,business analysis,,
IT.11.SD.00,Development Engineer,bpm,,
IT.11.SD.00,Development Engineer,bit bucket,,
IT.11.SD.00,Development Engineer,illustrator,,
IT.11.SD.00,Development Engineer,rdbms pl sql,,
IT.11.SD.00,Development Engineer,puppet,,
IT.11.SD.00,Development Engineer,box,,
IT.11.SD.00,Development Engineer,natural language processing,,
IT.11.SD.00,Development Engineer,vault,,
IT.11.SD.00,Development Engineer,scala pl sql,,
IT.11.SD.00,Development Engineer,failure analysis,,
IT.11.SD.00,Development Engineer,software problem,,
IT.11.SD.00,Development Engineer,load management,,
IT.11.SD.00,Development Engineer,hbase,,
IT.11.SD.00,Development Engineer,service implementation,,
IT.11.SD.00,Development Engineer,jira,,
IT.11.SD.00,Development Engineer,video analytics,,
IT.11.SD.00,Development Engineer,geneos,,
IT.11.SD.00,Development Engineer,bridge,,
IT.11.SD.00,Development Engineer,blue prism,,
IT.11.SD.00,Development Engineer,pcf,,
IT.11.SD.00,Development Engineer,governance policy,,
IT.11.SD.00,Development Engineer,salesforce,,
IT.11.SD.00,Development Engineer,bash software development,,
IT.11.SD.00,Development Engineer,budgeting,,
IT.11.SD.00,Development Engineer,product management,,
IT.11.SD.00,Development Engineer,trigger,,
IT.11.SD.00,Development Engineer,uml,,
IT.11.SD.00,Development Engineer,java,,
IT.11.SD.00,Development Engineer,compass,,
IT.11.SD.00,Development Engineer,ace,,
IT.11.SD.00,Development Engineer,machine learning pipeline,,
IT.11.SD.00,Development Engineer,wireframe,,
IT.11.SD.00,Development Engineer,microsoft outlook,,
IT.11.SD.00,Development Engineer,image processing,,
IT.11.SD.00,Development Engineer,json,,
IT.11.SD.00,Development Engineer,adobe cloud,,
IT.11.SD.00,Development Engineer,regression,,
IT.11.SD.00,Development Engineer,d3,,
IT.11.SD.00,Development Engineer,pytest,,
IT.11.SD.00,Development Engineer,chef,,
IT.11.SD.00,Development Engineer,pycharm,,
IT.11.SD.00,Development Engineer,arduino,,
IT.11.SD.00,Development Engineer,spark query,,
IT.11.SD.00,Development Engineer,automation,,
IT.11.SD.00,Development Engineer,scada,,
IT.11.SD.00,Development Engineer,aws lambda,,
IT.11.SD.00,Development Engineer,thin client,,
IT.11.SD.00,Development Engineer,microsoft sql,,
IT.11.SD.00,Development Engineer,robotic process automation,,
IT.11.SD.00,Development Engineer,market design,,
IT.11.SD.00,Development Engineer,bugzilla,,
IT.11.SD.00,Development Engineer,pve,,
IT.11.SD.00,Development Engineer,test planning,,
IT.11.SD.00,Development Engineer,thankful,,
IT.11.SD.00,Development Engineer,asana,,
IT.11.SD.00,Development Engineer,go live,,
IT.11.SD.00,Development Engineer,manual proficient,,
IT.11.SD.00,Development Engineer,statistical modelling,,
IT.11.SD.00,Development Engineer,r,,
IT.11.SD.00,Development Engineer,image segmentation,,
IT.11.SD.00,Development Engineer,tribe,,
IT.11.SD.00,Development Engineer,cube,,
IT.11.SD.00,Development Engineer,google analytics,,
IT.11.SD.00,Development Engineer,blazemeter,,
IT.11.SD.00,Development Engineer,cloud,,
IT.11.SD.00,Development Engineer,mockito,,
IT.11.SD.00,Development Engineer,iot,,
IT.11.SD.00,Development Engineer,adobe analytics,,
IT.11.SD.00,Development Engineer,logstash,,
IT.11.SD.00,Development Engineer,iris,,
IT.11.SD.00,Development Engineer,java lambda,,
IT.11.SD.00,Development Engineer,portfolio management,,
IT.11.SD.00,Development Engineer,pig,,
IT.11.SD.00,Development Engineer,beta,,
IT.11.SD.00,Development Engineer,php,,
IT.11.SD.00,Development Engineer,aws docker,,
IT.11.SD.00,Development Engineer,productive software development,,
IT.11.SD.00,Development Engineer,text mining,,
IT.11.SD.00,Development Engineer,patch management,,
IT.11.SD.00,Development Engineer,xpath,,
IT.11.SD.00,Development Engineer,incident management,,
IT.11.SD.00,Development Engineer,map reduce,,
IT.11.SD.00,Development Engineer,neo4j,,
IT.11.SD.00,Development Engineer,jwt,,
IT.11.SD.00,Development Engineer,python,,
IT.11.SD.00,Development Engineer,automation anywhere,,
IT.11.SD.00,Development Engineer,agile,,
IT.11.SD.00,Development Engineer,devops,,
IT.11.SD.00,Development Engineer,tal,,
IT.11.SD.00,Development Engineer,network architecture,,
IT.11.SD.00,Development Engineer,ansible,,
IT.11.SD.00,Development Engineer,c++ programming,,
IT.11.SD.00,Development Engineer,cake,,
IT.11.SD.00,Development Engineer,microsoft azure,,
IT.11.SD.00,Development Engineer,cloud methodology,,
IT.11.SD.00,Development Engineer,visual studio code,,
IT.11.SD.00,Development Engineer,gitlab,,
IT.11.SD.00,Development Engineer,agv,,
IT.11.SD.00,Development Engineer,pattern recognition,,
IT.11.SD.00,Development Engineer,dhcp,,
IT.11.SD.00,Development Engineer,cobit,,
IT.11.SD.00,Development Engineer,intersects,,
IT.11.SD.00,Development Engineer,yocto,,
IT.11.SD.00,Development Engineer,access control,,
IT.11.SD.00,Development Engineer,unix pl sql,,
IT.11.SD.00,Development Engineer,sohpis,,
IT.11.SD.00,Development Engineer,networking,,
IT.11.SD.00,Development Engineer,cobol tacl,,
IT.11.SD.00,Development Engineer,process project,,
IT.11.SD.00,Development Engineer,yarn,,
IT.11.SD.00,Development Engineer,steer,,
IT.11.SD.00,Development Engineer,disaster recovery,,
IT.11.SD.00,Development Engineer,mercurial,,
IT.11.SD.00,Development Engineer,visual studio,,
IT.11.SD.00,Development Engineer,software proficient,,
IT.11.SD.00,Development Engineer,case monitor,,
IT.11.SD.00,Development Engineer,signal,,
IT.11.SD.00,Development Engineer,parquet,,
IT.11.SD.00,Development Engineer,system acquire,,
IT.11.SD.00,Development Engineer,memcache,,
IT.11.SD.00,Development Engineer,simplify,,
IT.11.SD.00,Development Engineer,databa,,
IT.11.SD.00,Development Engineer,trello,,
IT.11.SD.00,Development Engineer,data management,,
IT.11.SD.00,Development Engineer,xcode,,
IT.11.SD.00,Development Engineer,qtp,,
IT.11.SD.00,Development Engineer,classification,,
IT.11.SD.00,Development Engineer,risk assessment,,
IT.11.SD.00,Development Engineer,deep research,,
IT.11.SD.00,Development Engineer,c++ development,,
IT.11.SD.00,Development Engineer,system mentoring,,
IT.11.SD.00,Development Engineer,adp,,
IT.11.SD.00,Development Engineer,ubuntu,,
IT.11.SD.00,Development Engineer,google stackdriver,,
IT.11.SD.00,Development Engineer,hotjar,,
IT.11.SD.00,Development Engineer,cdm,,
IT.11.SD.00,Development Engineer,cloudflare,,
IT.11.SD.00,Development Engineer,object tracking,,
IT.11.SD.00,Development Engineer,dns,,
IT.11.SD.00,Development Engineer,system service management,,
IT.11.SD.00,Development Engineer,java 8,,
IT.11.SD.00,Development Engineer,numpy,,
IT.11.SD.00,Development Engineer,security monitoring,,
IT.11.SD.00,Development Engineer,fingertip,,
IT.11.SD.00,Development Engineer,clustering,,
IT.11.SD.00,Development Engineer,dba,,
IT.11.SD.00,Development Engineer,scm,,
IT.11.SD.00,Development Engineer,machine learning platform,,
IT.11.SD.00,Development Engineer,kotlin,,
IT.11.SD.00,Development Engineer,data analytics,,
IT.11.SD.00,Development Engineer,event architecture,,
IT.11.SD.00,Development Engineer,apache html5,,
IT.11.SD.00,Development Engineer,rpa,,
IT.11.SD.00,Development Engineer,zoom,,
IT.11.SD.00,Development Engineer,spock,,
IT.11.SD.00,Development Engineer,katalon studio,,
IT.11.SD.00,Development Engineer,mongodb,,
IT.11.SD.00,Development Engineer,business integration,,
IT.11.SD.00,Development Engineer,solution security,,
IT.11.SD.00,Development Engineer,canvas,,
IT.11.SD.00,Development Engineer,bmc,,
IT.11.SD.00,Development Engineer,dataflow,,
IT.11.SD.00,Development Engineer,cha,,
IT.11.SD.00,Development Engineer,soap,,
IT.11.SD.00,Development Engineer,azure devops,,
IT.11.SD.00,Development Engineer,object proficient,,
IT.11.SD.00,Development Engineer,cloudformation cloudwatch,,
IT.11.SD.00,Development Engineer,machine learn,,
IT.11.SD.00,Development Engineer,snowflake,,
IT.11.SD.00,Development Engineer,oracle snowflake,,
IT.11.SD.00,Development Engineer,incident response,,
IT.11.SD.00,Development Engineer,business suite,,
IT.11.SD.00,Development Engineer,google cloud,,
IT.11.SD.00,Development Engineer,entity framework,,
IT.11.SD.00,Development Engineer,zap,,
IT.11.SD.00,Development Engineer,competitive remuneration,,
IT.11.SD.00,Development Engineer,kob,,
IT.11.SD.00,Development Engineer,verbal communication,,
IT.11.SD.00,Development Engineer,teamcity,,
IT.11.SD.00,Development Engineer,python django,,
IT.11.SD.00,Development Engineer,isp,,
IT.11.SD.00,Development Engineer,machine learning method,,
IT.11.SD.00,Development Engineer,mouse,,
IT.11.SD.00,Development Engineer,plc,,
IT.11.SD.00,Development Engineer,xunit,,
IT.11.SD.00,Development Engineer,remediation review security,,
IT.11.SD.00,Development Engineer,kibana,,
IT.11.SD.00,Development Engineer,github,,
IT.11.SD.00,Development Engineer,splunk,,
IT.11.SD.00,Development Engineer,oracle java,,
IT.11.SD.00,Development Engineer,telegram,,
IT.11.SD.00,Development Engineer,android,,
IT.11.SD.00,Development Engineer,react native,,
IT.11.SD.00,Development Engineer,planning poker,,
IT.11.SD.00,Development Engineer,javascript django,,
IT.11.SD.00,Development Engineer,sonarqube,,
IT.11.SD.00,Development Engineer,slack,,
IT.11.SD.00,Development Engineer,cut,,
IT.11.SD.00,Development Engineer,scala,,
IT.11.SD.00,Development Engineer,microsoft office 365,,
IT.11.SD.00,Development Engineer,rtos,,
IT.11.SD.00,Development Engineer,wordpress,,
IT.11.SD.00,Development Engineer,invision,,
IT.11.SD.00,Development Engineer,decision path,,
IT.11.SD.00,Development Engineer,golang,,
IT.11.SD.00,Development Engineer,network administration,,
IT.11.SD.00,Development Engineer,bamboo,,
IT.11.SD.00,Development Engineer,strategic planning,,
IT.11.SD.00,Development Engineer,grasp,,
IT.11.SD.00,Development Engineer,laravel,,
IT.11.SD.00,Development Engineer,io,,
IT.11.SD.00,Development Engineer,sql pl sql,,
IT.11.SD.00,Development Engineer,scratch,,
IT.11.SD.00,Development Engineer,chronic,,
IT.11.SD.00,Development Engineer,peg,,
IT.11.SD.00,Development Engineer,photoshop,,
IT.11.SD.00,Development Engineer,deep learning,,
IT.11.SD.00,Development Engineer,strategic focus,,
IT.11.SD.00,Development Engineer,flowchart,,
IT.11.SD.00,Development Engineer,boto3,,
IT.11.SD.00,Development Engineer,system planning,,
IT.11.SD.00,Development Engineer,ajax,,
IT.11.SD.00,Development Engineer,cloud formation,,
IT.11.SD.00,Development Engineer,jquery,,
IT.11.SD.00,Development Engineer,green,,
IT.11.SD.00,Development Engineer,figma,,
IT.11.SD.00,Development Engineer,data mining,,
IT.11.SD.00,Development Engineer,google calendar,,
IT.11.SD.00,Development Engineer,megatrends,,
IT.11.SD.00,Development Engineer,technical management,,
IT.11.SD.00,Development Engineer,bash,,
IT.11.SD.00,Development Engineer,tape,,
IT.11.SD.00,Development Engineer,debian,,
IT.11.SD.00,Development Engineer,codebase,,
IT.11.SD.00,Development Engineer,go proficient,,
IT.11.SD.00,Development Engineer,graph,,
IT.11.SD.00,Development Engineer,knowlege,,
IT.11.SD.00,Development Engineer,newrelic,,
IT.11.SD.00,Development Engineer,j2ee,,
IT.11.SD.00,Development Engineer,ingredient,,
IT.11.SD.00,Development Engineer,svn,,
IT.11.SD.00,Development Engineer,bdd,,
IT.11.SD.00,Development Engineer,decision analysis,,
IT.11.SD.00,Development Engineer,performance testing,,
IT.11.SD.00,Development Engineer,codeigniter,,
IT.11.SD.00,Development Engineer,firebase,,
IT.11.SD.00,Development Engineer,nmap,,
IT.11.SD.00,Development Engineer,looker,,
IT.11.SD.00,Development Engineer,onnx,,
